English,Persian
" ""   ""    :    loading ",« » : در حال بارگیری
" ""   ""    :    unknown disc image type ",« » : نوع تصویر دیسک ناشناس
click here to select a disc  image ,برای انتخاب یک تصویر دیسک اینجا را کلیک کنید
select disc image ,انتخاب تصویر دیسک
all files ,تمام پرونده هاdisc
image files ,پرونده های تصویر
image type  :    ,نوع تصویر
estimated size  :     ,اندازه تقریبی :
"do you really want to add  ""   ""   to the selection ?   ",ایا واقعا میخواهید « » را به موارد انتخاب شده اضافه کنید ؟
the children of this directory will have 7 parent directories .   brasero can create an image of such a file hierarchy and burn it but the disc may not be readable on all operating systems .   note  :    such a file hierarchy is known to work on linux .   ,فرزندان این شاخه شامل 7 والد خواهند بود . برازرو میتواند تصویری از این نوع سلسله پرونده ها بسازد و ان را بسوزاند ولی دیسک ممکن است در همهسیستمعامل ها قابل خواندن نباشد . نکته : اینچنین سلسله پرونده ها در لینوکس قابل خواندن هستند .
ne ver add such file ,هیچوقت این نوع پرونده را اضافه نکن
al ways add such file ,ه میشه این نوع پرونده را اضافه کن
should files be renamed to be fully windows -  compatible ?   ,ایا نام پرونده ها برای سازگاری کامل با ویندوز تغییر پیدا کنند ؟
those names should be changed and truncated to 64 characters .   ,اننام ها باید تغییر کنند و به 64 نویسه تقلیل پیدا کنند .
 disable full windows compatibility ,غیرفعال کردن سازگاری کامل با ویندوز
 rename for full windows compatibility ,تغییرنام جهت سازگاری کامل با ویندوز
size estimation ,تخمین اندازه
please wait until the estimation of the size is completed .   ,لطفا تا تخمین اندازه کامل شود منتظر بمانید .
all files need to be analysed to complete this operation .   ,تحلیل تمام پرونده ها برای انجام کامل این عملیات لازم است .
check  again ,بررسی دوباره
the file integrity check could not be performed .   ,بررسی صحت پرونده های را نمیتوان انجام داد .
an unknown error occurred ,یک خطای ناشناس رخ داد
the file integrity check was performed successfully .   ,بررسی صحت پرونده ها با موفقیت انجام شد .
there seem to be no corrupted files on the disc ,بنظر میرسد هیچ پروندهی خرابی در دیسک نیست
the following files appear to be corrupted  :    ,بنظر میرسد پرونده های مقابل خراب باشند :
corrupted files ,پرونده های خراب
downloading md5 file ,درحالبارگیریپروندهی md5
" ""   ""   is not a valid uri ",ادرس « » یک ادرس معتبر نیست
no md5 file was given .   ,هیچپروندهی md5ای داده نشده بود .
use an  md5 file to check the disc ,استفاده از پروندهیmd5 برای بررسی دیسک
use an external  .  md5 file that stores the checksum of a disc ,استفاده از یک پروندهmd5 که حاوی مجموع مقابله ای ( checksum ) دیسک است .
open an md5 file ,بازکردن یک پرونده md5
 check ,بررسی
disc checking ,درحال بررسی دیسک
the operation cannot be performed .   ,عملیات قابل اجرا نیست .
the disc is not supported ,دیسک پشتیبانی نمیشود
the drive is empty ,دیسکگردان خالی است
select a disc ,یک دیسک انتخاب کنید
progress ,پیشرفت
 (  loading )   ,( درحالبارگذاری )
empty ,خالی
disc file ,پرونده دیسک
new folder ,پوشه جدید
new folder  ,پوشهی جدید
analysing files ,تحلیل پرونده ها
" ""   ""   is a recursive symbolic link .   ",پیوند « » یک پیوند نمادین بازگشتی است .
" ""   ""   cannot be found .   ",« » پیدا نشد .
retrieving image format and size ,درحال دریافت اندازه و قالب تصویر
the format of the disc image could not be identified ,قالب تصویر دیسک قابل شناسایی نبود
please set it manually ,لطفا به صورت دستی تنظیم کنید
" ""   ""   was removed from the file system .   ",پرونده « » از این سیستمپرونده حذف شده است .
directories cannot be added to video or audio discs ,شاخه ها نمیتوانند به دیسک های ویدیویی یا صوتی اضافه شوند
playlists cannot be added to video or audio discs ,فهرست های پخش نمیتوانند به دیسک های ویدیویی و صوتی اضافه شوند
" ""   ""   is not suitable for audio or video media ",نام « » برای یک رسانهویدیو یا صوت مناسب نیست
analysing video files ,درحال تحلیل پرونده های ویدیویی
video format  :    ,قالبویدیو :
 ntsc ,ntsc
format used mostly on the north american continent ,قالبی که بیشتر در قاره امریکای شمالی از ان استفاده شده است
 pal secam ,palsecam
format used mostly in europe ,قالبی که بیشتر در اروپا استفاده شده است
native  format ,قالب محلی
aspect ratio  :    ,نسبت عرض به ارتفاع :
 4  :   3 ,4 : 3
 16  :   9 ,16 : 9
vcd type  :    ,نوع ویسیدی :
create an svcd ,ساخت یک svcd
create a vcd ,ساختن یک vcd
directory could not be created  (   )   ,شاخه قابل ساخت نیست ( )
getting size ,درحال دریافت اندازه
writing ,درحال نوشتن
blanking ,درحال خالی کردن
creating checksum ,درحالساخت مجموع مقابله ای ( checksum )
copying file ,درحالرونوشت پرونده
analysing audio files ,تحلیل پرونده های صوتی
preparing to write ,درحالاماده شدن برای نوشتن
writing cd -  text information ,درحالنوشتن اطلاعات cdtext
finalizing ,درحال پایان بردن
starting to record ,درحال شروع برای ضبط
success ,موفقیت
ejecting medium ,درحال بیرون دادن رسانه
display debug statements on stdout for brasero burn library ,نمایش گزارش رفعاشکال در stdout برای کتابخانهسوزاندن برازرو
brasero media burning library ,کتابخانهی سوزاندن رسانهبرازرو
display options for brasero -  burn library ,نمایش گزینه ها برای کتابخانهسوزاندن برازرو
" ""   ""   did not behave properly ",افزونه « » به درستی رفتار نکرد
not enough space available on the disc  (   available for  )   ,فضای کافی بر روی دیسک وجود ندارد ( برای موجود است )
the size of the volume could not be retrieved ,اندازه جلد قابل دریافت نیست
no path was specified for the image output ,هیچ مسیری برای خروجی تصویر مشخص نشده
an internal error occurred  (   )   ,یک خطا داخلی رخ داد ( )
the file is not stored locally ,پروندهبصورت محلی ذخیره نشده است
