English,Persian
"Remove the seven of spades.
","حذف ده پیک.
"
"Remove the eight of spades.
","حذف شاه پیک.
"
"Remove the nine of spades.
","حذف شاه پیک.
"
"Remove the ten of spades.
","حذف ده پیک.
"
"Remove the jack of spades.
","حذف شاه پیک.
"
"Remove the queen of spades.
","حذف ده پیک.
"
"Remove the king of spades.
","حذف شاه پیک.
"
"Remove the ace of hearts.
","حذف ده دل.
"
"Remove the two of hearts.
","حذف ده دل.
"
"Remove the three of hearts.
","حذف ده دل.
"
"Remove the four of hearts.
","حذف ده دل.
"
"Remove the five of hearts.
","حذف ده دل.
"
"Remove the six of hearts.
","حذف شاه دل.
"
"Remove the seven of hearts.
","حذف ده دل.
"
"Remove the eight of hearts.
","حذف شاه دل.
"
"Remove the nine of hearts.
","حذف شاه دل.
"
"Remove the ten of hearts.
","حذف ده دل.
"
"Remove the jack of hearts.
","حذف شاه دل.
"
"Remove the queen of hearts.
","حذف ده دل.
"
"Remove the king of hearts.
","حذف شاه دل.
"
"Remove the ace of diamonds.
","حذف ده خشت.
"
"Remove the two of diamonds.
","حذف ده خشت.
"
"Remove the three of diamonds.
","حذف ده خشت.
"
"Remove the four of diamonds.
","حذف ده خشت.
"
"Remove the five of diamonds.
","حذف ده خشت.
"
"Remove the six of diamonds.
","حذف شاه خشت.
"
"Remove the seven of diamonds.
","حذف ده خشت.
"
"Remove the eight of diamonds.
","حذف شاه خشت.
"
"Remove the nine of diamonds.
","حذف شاه خشت.
"
"Remove the ten of diamonds.
","حذف ده خشت.
"
"Remove the jack of diamonds.
","حذف شاه خشت.
"
"Remove the queen of diamonds.
","حذف ده خشت.
"
"Remove the king of diamonds.
","حذف شاه خشت.
"
"Three card deals
","کارت‌گیری سه تایی
"
"Deal another round
","پخش دور دیگر کارت‌ها
"
"Redeals left:
","دوباره گرفتن‌های باقی‌مانده:
"
"Deal a new card from the deck
","گرفتن یک کارت جدید از دسته‌ی ورق
"
"Base Card:
","کارت پایه:
"
"Move something onto an empty right-hand tableau slot
","انتقال چیزی به خانه‌ی خالی تابلو دست راستی
"
"Reserve left:
","جاهای باقی‌مانده:
"
"Move waste back to stock
","جابه‌جایی باقی‌مانده به موجودی
"
"Move a card to the Foundation
","انتقال یک کارت به پایه
"
"Move something into the empty Tableau slot
","انتقال چیزی به خانه‌ی خالی تابلو
"
"Just because a crosswalk looks like a hopscotch board doesn't mean it is one
","هر گردی گردو نمیشه
"
"Look both ways before you cross the street
","قبل از عبور از خیابان هر دو طرف را نگاه کنید
"
"Have you read the help file?
","آیا پرونده‌ی راهنما را خوانده‌اید؟
"
"Odessa is a better game. Really.
","‏اُدسا بازی بهتری است. جداً.
"
"Tourniquets are not recommended unless in the direst emergency
","بستن کمربند ایمنی هنگام رانندگی حافظ جان شماست
"
"I could sure use a backrub right about now...
","حالا ماساژ خیلی می چسبید...
"
"Monitors won't give you Vitamin D -- but sunlight will...
","نمایشگر به شما ویتامین دی نخواهد رساند ــ ولی نور آفتاب چرا...
"
"If you're ever lost and alone in the woods, hug a tree
","اگر یک وقت توی جنگلی گم شدید و تنها بودید، یک درخت را بغل کنید
"
"Fishing wire makes bad dental floss
","بخوری زمین هوا میری
"
"Consistency is key
","استوار بودن کلید است
"
"When without a stapler, a staple and a ruler will work
","لنگش کن دادا
"
"Never blow in a dog's ear
","هیچ‌وقت در گوش سگ‌ها فوت نکنید
"
"Cards remaining: ~a
","کارت‌های باقی‌مانده: ~a
"
"Redeal.
","معامله دوباره.
"
"You are searching for an ace.
","شما به دنبال یک آس می‌گردید.
"
"You are searching for a two.
","شما به دنبال یک دو می‌گردید.
"
"You are searching for a three.
","شما به دنبال یک سه می‌گردید.
"
"You are searching for a four.
","شما دنبال یک چهار می‌گردید.
"
"You are searching for a five.
","شما دنبال یک پنج می‌گردید.
"
"You are searching for a six.
","شما به دنبال یک شش می‌گردید.
"
"You are searching for a seven.
","شما به دنبال یک هفت می‌گردید.
"
"You are searching for an eight.
","شما به دنبال یک هشت می‌گردید.
"
"You are searching for a nine.
","شما به دنبال یک نه می‌گردید.
"
"You are searching for a ten.
","شما به دنبال یک ده می‌گردید.
"
"You are searching for a jack.
","شما به دنبال یک سرباز می‌گردید.
"
"You are searching for a queen.
","شما به دنبال یک بی‌بی می‌گردید.
"
"You are searching for a king.
","شما به دنبال یک شاه می‌گردید.
"
"Unknown value
","مقدار نامعلوم
"
"Deal a card
","گرفتن یک کارت
"
"Move a king onto an empty tableau slot.
","انتقال شاه بر روی یک خانه خالی تابلو.
"
"No hint available right now
","در این لحظه هیچ راهنمایی‌ای موجود نیست
"
"Move something on to an empty reserve
","چیزی را به یک جای خالی منتقل کنید
"
"Six Foundations
","شش پایه
"
"Five Foundations
","پنج پایه
"
"Four Foundations
","چهار پایه
"
"Play a card to foundation.
","بازی کردن یک کارت در پایه.
"
"No moves.
","بدون حرکت.
"
"Remove the aces
","حذف آس‌ها
"
"Remove the twos
","حذف دوها
"
"Remove the threes
","حذف سه‌ها
"
"Remove the fours
","حذف چهارها
"
"Remove the fives
","حذف پنج‌ها
"
"Remove the sixes
","حذف شش‌ها
"
"Remove the sevens
","حذف هفت‌ها
"
"Remove the eights
","حذف هشت‌ها
"
"Remove the nines
","حذف نه‌ها
"
"Remove the tens
","حذف ده‌ها
"
"Remove the jacks
","حذف سربازها
"
"Remove the queens
","حذف بی‌بی‌ها
"
"Remove the kings
","حذف شاه‌ها
"
"I'm not sure
","مطمئن نیستم
"
"Return cards to stock
","برگرداندن کارت‌ها به موجودی
"
"Move something onto an empty tableau slot.
","انتقال چیزی به خانه‌ی خالی تابلو.
"
"Consider moving something into an empty slot
","انتقال چیزی به یک خانه‌ی خالی را در نظر بگیرید
"
"Deal a card from stock
","معامله‌ی یک کارت از موجودی
"
"No moves are possible. Undo or start again.
","هیچ حرکتی ممکن نیست. دوباره شروع کنید یا حرکات را برگردان کنید.
"
"The game has no solution. Undo or start again.
","بازی راه حلی ندارد. حرکات را برگردان یا دوباره شروع کنید.
"
"Double click any card to redeal.
","برای معمامله‌ی مجدد روی هر کارت دوبارکلیک کنید.
"
"No hint available.
","راهنمایی‌ای ‌وجود ندارد.
"
"Place a two in the leftmost slot of row ~a.
","قراردادن یک دو در آخرین فضای سمت چپ ردیف ~a.
"
"Add to the sequence in row ~a.
","اضافه کردن به دنباله در ردیف ~a.
"
"Place the two of clubs next to the ace of clubs.
","قراردادن دو خاج در کنار آس خاج.
"
"Place the three of clubs next to the two of clubs.
","قراردادن سه خاج در کنار دو خاج.
"
"Place the four of clubs next to the three of clubs.
","قراردادن چهار خاج در کنار سه خاج.
"
"Place the five of clubs next to the four of clubs.
","قراردادن پنج خاج در کنار چهار خاج.
"
"Place the six of clubs next to the five of clubs.
","قراردادن شش خاج در کنار پنج خاج.
"
"Place the seven of clubs next to the six of clubs.
","قراردادن هفت خاج در کنار شش خاج.
"
"Place the eight of clubs next to the seven of clubs.
","قراردادن هشت خاج در کنار هفت خاج.
"
"Place the nine of clubs next to the eight of clubs.
","قراردادن نه خاج در کنار هشت خاج.
"
"Place the ten of clubs next to the nine of clubs.
","قراردادن ده خاج در کنار نه خاج.
"
"Place the jack of clubs next to the ten of clubs.
","قراردادن سرباز خاج در کنار ده خاج.
"
"Place the queen of clubs next to the jack of clubs.
","قراردادن بی‌بی خاج در کنار سرباز خاج.
"
"Place the king of clubs next to the queen of clubs.
","قراردادن شاه خاج در کنار بی‌بی خاج.
"
"Place the two of spades next to the ace of spades.
","قراردادن دو پیک در کنار آس پیک.
"
"Place the three of spades next to the two of spades.
","قراردادن سه پیک در کنار دو پیک.
"
"Place the four of spades next to the three of spades.
","قراردادن چهار پیک در کنار سه پیک.
"
"Place the five of spades next to the four of spades.
","قراردادن پنج پیک در کنار چهار پیک.
"
"Place the six of spades next to the five of spades.
","قراردادن شش پیک در کنار پنج پیک.
"
"Place the seven of spades next to the six of spades.
","قراردادن هفت پیک در کنار شش پیک.
"
"Place the eight of spades next to the seven of spades.
","قراردادن هشت پیک در کنار هفت پیک.
"
"Place the nine of spades next to the eight of spades.
","قراردادن نه پیک در کنار هشت پیک.
"
"Place the ten of spades next to the nine of spades.
","قراردادن ده پیک در کنار نه پیک.
"
"Place the jack of spades next to the ten of spades.
","قراردادن سرباز پیک در کنار ده پیک.
"
"Place the queen of spades next to the jack of spades.
","قراردادن بی‌بی پیک در کنار سرباز پیک.
"
"Place the king of spades next to the queen of spades.
","قراردادن شاه پیک در کنار بی‌بی پیک.
"
"Place the two of hearts next to the ace of hearts.
","قراردادن دو دل در کنار آس دل.
"
"Place the three of hearts next to the two of hearts.
","قراردادن سه دل در کنار دو دل.
"
"Place the four of hearts next to the three of hearts.
","قراردادن چهار دل در کنار سه دل.
"
"Place the five of hearts next to the four of hearts.
","قراردادن پنج دل در کنارچهار دل.
"
"Place the six of hearts next to the five of hearts.
","قراردادن شش دل در کنار پنج دل.
"
"Place the seven of hearts next to the six of hearts.
","قراردادن هفت دل در کنار شش دل.
"
"Place the eight of hearts next to the seven of hearts.
","قراردادن هشت دل در کنار هفت دل.
"
"Place the nine of hearts next to the eight of hearts.
","قراردادن نه دل در کنار هشت دل.
"
"Place the ten of hearts next to the nine of hearts.
","قراردادن ده دل در کنار نه دل.
"
"Place the jack of hearts next to the ten of hearts.
","قراردادن سرباز دل در کنار ده دل.
"
"Place the queen of hearts next to the jack of hearts.
","قراردادن بی‌بی دل در کنار سرباز دل.
"
"Place the king of hearts next to the queen of hearts.
","قراردادن شاه دل در کنار بی‌بی دل.
"
"Place the two of diamonds next to the ace of diamonds.
","قراردادن دو خشت در کنار آس خشت.
"
"Place the three of diamonds next to the two of diamonds.
","قراردادن سه خشت در کنار دو خشت.
"
"Place the four of diamonds next to the three of diamonds.
","قراردادن چهار خشت در کنار سه خشت.
"
"Place the five of diamonds next to the four of diamonds.
","قراردادن پنج خشت در کنار چهار خشت.
"
"Place the six of diamonds next to the five of diamonds.
","قراردادن شش خشت در کنار پنج خشت.
"
"Place the seven of diamonds next to the six of diamonds.
","قراردادن هفت خشت در کنار شش خشت.
"
"Place the eight of diamonds next to the seven of diamonds.
","قراردادن هشت خشت در کنار هفت خشت.
"
"Place the nine of diamonds next to the eight of diamonds.
","قراردادن نه خشت در کنار هشت خشت.
"
"Place the ten of diamonds next to the nine of diamonds.
","قراردادن ده خشت در کنار نه خشت.
"
"Place the jack of diamonds next to the ten of diamonds.
","قراردادن سرباز خشت در کنار ده خشت.
"
"Place the queen of diamonds next to the jack of diamonds.
","قراردادن بی‌بی خشت در کنار سرباز خشت.
"
"Place the king of diamonds next to the queen of diamonds.
","قراردادن شاه خشت در کنار بی‌بی خشت.
"
"Randomly Placed Gaps on Redeal
","Randomly Placed Gaps on Redeal
"
"Deals left: ~a
","معامله‌های باقی‌مانده: ~a
"
"Deal a row
","معامله‌ی یک ردیف
"
"Try moving a card to the reserve
","سعی کنید یک کارت را به ذخیره منتقل کنید
"
"Try dealing a row of cards
","معامله کردن یک ردیف از کارت‌ها را امتحان کنید
"
"Try moving card piles around
","سعی کنید دسته‌های کارت به اطراف حرکت دهید
"
"Same suit
","خال مشابه
"
"Alternating colors
","رنگ‌های تناوبی
"
"Select a card from the reserve for first foundation pile
","انتخاب یک کارت از ذخیره برای اولین دسته‌ی پایه
"
"Move a card from the reserve onto the empty tableau slot
","انتقال یک کارت از ذخیره بر روی خانه‌ی خالی تابلو
"
"Stock left: ~a
","موجودی باقی‌مانده: ~a
"
"Deal another card
","گرفتن یک کارت دیگر
"
"Move a card or build of cards on to the empty slot
","جابه‌جا کردن یک کارت یا بنای کارت‌ها به خانه‌ی خالی
"
"Deal another hand
","گرفتن یک دست دیگر
"
"Move card from waste
","جابه‌جایی کارت از کارت‌های باقی‌مانده
"
"Move waste to stock
","جابه‌جایی کارت‌های باقی‌مانده به موجودی
"
"Stock remaining: ~a
","موجودی باقی‌مانده: ~a
"
"Deal a new card
","گرفتن یک کارت جدید
"
"Try moving cards down from the foundation
","جابه‌جا کردن کارت‌ها از پایه با پایین را امتحان کنید
"
